,customer_id,product_id,interaction_type,interaction_date
92033,CID0393,P5069,viewed,2024-08-06
92034,CID0177,P1484,viewed,2024-01-11
92035,CID0061,P5994,purchased,2024-08-06
92036,CID0724,P3696,purchased,2024-04-29
92037,CID0683,P1689,viewed,2024-06-23
92038,CID0447,P7189,purchased,2024-02-23
92039,CID0819,P6603,clicked,2024-03-06
92040,CID0872,P5728,purchased,2024-09-19
92041,CID0529,P1112,viewed,2024-05-17
92042,CID0824,P5672,purchased,2024-06-21
92043,CID0850,P9488,viewed,2024-01-23
92044,CID0798,P5002,purchased,2024-09-07
92045,CID0443,P5069,clicked,2024-07-15
92046,CID0262,P8741,purchased,2024-06-25
92047,CID0711,P7513,purchased,2024-03-29
92048,CID0823,P6344,purchased,2024-04-17
92049,CID0335,P8104,clicked,2024-07-04
92050,CID0157,P5728,purchased,2024-01-04
92051,CID0109,P1615,viewed,2024-05-26
92052,CID0544,P8104,clicked,2024-07-03
92053,CID0193,P3696,viewed,2024-01-15
92054,CID0039,P6493,clicked,2024-09-20
92055,CID0341,P7308,clicked,2024-02-27
92056,CID0318,P5085,purchased,2024-09-21
92057,CID0284,P5002,purchased,2024-09-13
92058,CID0530,P9633,clicked,2024-09-16
92059,CID0789,P7629,purchased,2024-02-11
92060,CID0289,P1512,purchased,2024-09-02
92061,CID0005,P9842,clicked,2024-01-17
92062,CID0881,P9842,purchased,2024-04-08
92063,CID0296,P1539,viewed,2024-04-21
92064,CID0824,P6603,viewed,2024-01-13
92065,CID0251,P1284,clicked,2024-02-02
92066,CID0530,P1112,viewed,2024-03-26
92067,CID0471,P7308,clicked,2024-09-18
92068,CID0699,P8104,purchased,2024-02-16
92069,CID0235,P1284,viewed,2024-07-08
92070,CID0049,P5085,viewed,2024-07-10
92071,CID0316,P6839,purchased,2024-02-12
92072,CID0391,P5728,purchased,2024-05-02
92073,CID0401,P8104,purchased,2024-08-15
92074,CID0657,P5994,clicked,2024-02-28
92075,CID0146,P3696,viewed,2024-07-22
92076,CID0251,P4949,viewed,2024-09-23
92077,CID0126,P6493,viewed,2024-04-16
92078,CID0193,P3665,purchased,2024-06-05
92079,CID0422,P1512,viewed,2024-06-29
92080,CID0237,P3576,clicked,2024-01-05
92081,CID0139,P1284,clicked,2024-06-05
92082,CID0616,P8104,clicked,2024-03-23
92083,CID0646,P6603,viewed,2024-07-31
92084,CID0784,P8104,purchased,2024-02-14
92085,CID0917,P9068,purchased,2024-07-11
92086,CID0588,P8741,clicked,2024-09-21
92087,CID0234,P1689,purchased,2024-02-29
92088,CID0644,P8104,clicked,2024-01-18
92089,CID0965,P1539,clicked,2024-08-27
92090,CID0513,P1512,purchased,2024-01-16
92091,CID0037,P6839,clicked,2024-01-10
92092,CID0561,P3665,viewed,2024-05-10
92093,CID0733,P5640,viewed,2024-02-18
92094,CID0243,P1284,viewed,2024-09-17
92095,CID0809,P1112,viewed,2024-01-28
92096,CID0003,P9202,viewed,2024-03-02
92097,CID0128,P4531,clicked,2024-08-29
92098,CID0298,P5672,purchased,2024-03-04
92099,CID0802,P8218,purchased,2024-04-19
92100,CID0647,P5669,viewed,2024-02-02
92101,CID0984,P5640,clicked,2024-09-13
92102,CID0490,P6422,purchased,2024-02-23
92103,CID0081,P6344,clicked,2024-07-05
92104,CID0457,P5728,purchased,2024-08-23
92105,CID0782,P5640,purchased,2024-02-05
92106,CID0202,P7513,clicked,2024-09-13
92107,CID0746,P9068,viewed,2024-08-07
92108,CID0308,P9842,clicked,2024-05-28
92109,CID0074,P1539,purchased,2024-04-02
92110,CID0197,P7189,viewed,2024-03-31
92111,CID0180,P3665,purchased,2024-01-30
92112,CID0952,P6422,purchased,2024-03-15
92113,CID0259,P1284,purchased,2024-02-26
92114,CID0006,P1615,clicked,2024-04-05
92115,CID0838,P7893,purchased,2024-02-29
92116,CID0800,P9089,purchased,2024-05-30
92117,CID0400,P5672,viewed,2024-08-24
92118,CID0421,P6184,viewed,2024-09-20
92119,CID0561,P4587,purchased,2024-03-23
92120,CID0826,P6608,purchased,2024-07-13
92121,CID0357,P1689,purchased,2024-07-13
92122,CID0352,P4949,clicked,2024-07-15
92123,CID0744,P1615,viewed,2024-09-08
92124,CID0433,P7513,clicked,2024-03-26
92125,CID0551,P1484,purchased,2024-03-02
92126,CID0166,P7629,clicked,2024-04-26
92127,CID0753,P8191,clicked,2024-03-24
92128,CID0535,P3997,clicked,2024-05-15
92129,CID0035,P5741,clicked,2024-03-09
92130,CID0690,P7629,clicked,2024-02-20
92131,CID0594,P1512,clicked,2024-05-14
92132,CID0068,P9813,clicked,2024-09-10
92133,CID0394,P5672,purchased,2024-06-25
92134,CID0121,P6493,viewed,2024-03-08
92135,CID0573,P9842,clicked,2024-09-05
92136,CID0140,P9842,viewed,2024-04-08
92137,CID0219,P6839,clicked,2024-09-12
92138,CID0559,P3997,viewed,2024-04-08
92139,CID0827,P7513,purchased,2024-08-17
92140,CID0355,P8191,purchased,2024-08-07
92141,CID0543,P8218,clicked,2024-02-27
92142,CID0312,P8104,viewed,2024-09-06
92143,CID0078,P1112,purchased,2024-07-23
92144,CID0972,P1284,viewed,2024-07-09
92145,CID0266,P6184,clicked,2024-07-20
92146,CID0046,P6422,viewed,2024-03-10
92147,CID0810,P6344,purchased,2024-05-09
92148,CID0473,P2181,purchased,2024-03-10
92149,CID0176,P3997,clicked,2024-02-08
92150,CID0994,P5728,viewed,2024-05-17
92151,CID0493,P1512,clicked,2024-04-27
92152,CID0478,P9854,purchased,2024-09-09
92153,CID0348,P5069,viewed,2024-05-22
92154,CID0152,P5002,clicked,2024-05-18
92155,CID0277,P3665,viewed,2024-06-13
92156,CID0207,P3665,purchased,2024-09-11
92157,CID0225,P7893,clicked,2024-07-31
92158,CID0800,P1284,purchased,2024-04-03
92159,CID0169,P7189,viewed,2024-09-11
92160,CID0563,P5728,viewed,2024-05-24
92161,CID0217,P5640,purchased,2024-03-14
92162,CID0882,P7629,viewed,2024-04-10
92163,CID0774,P7308,purchased,2024-02-12
92164,CID0352,P1539,clicked,2024-03-13
92165,CID0483,P6839,clicked,2024-08-08
92166,CID0435,P7308,clicked,2024-08-07
92167,CID0562,P7308,viewed,2024-01-22
92168,CID0432,P7629,clicked,2024-06-14
92169,CID0623,P3576,purchased,2024-06-19
92170,CID0856,P3665,viewed,2024-06-13
92171,CID0312,P5085,viewed,2024-07-28
92172,CID0429,P9854,viewed,2024-09-16
92173,CID0801,P1615,purchased,2024-02-05
92174,CID0867,P9202,viewed,2024-07-09
92175,CID0699,P1615,clicked,2024-06-06
92176,CID0585,P5069,clicked,2024-02-22
92177,CID0758,P6603,clicked,2024-08-02
92178,CID0829,P6422,clicked,2024-08-31
92179,CID0609,P2181,viewed,2024-08-04
92180,CID0051,P3997,viewed,2024-02-18
92181,CID0046,P1512,purchased,2024-07-19
92182,CID0524,P3665,viewed,2024-08-27
92183,CID0635,P5085,viewed,2024-02-16
92184,CID0981,P5672,purchased,2024-07-17
92185,CID0502,P4587,purchased,2024-03-02
92186,CID0712,P9842,clicked,2024-04-28
92187,CID0601,P7629,purchased,2024-04-16
92188,CID0516,P5994,viewed,2024-05-19
92189,CID0335,P6839,viewed,2024-07-24
92190,CID0674,P3997,clicked,2024-04-06
92191,CID0575,P9633,purchased,2024-09-02
92192,CID0534,P1284,clicked,2024-05-05
92193,CID0847,P5728,clicked,2024-08-23
92194,CID0324,P9089,clicked,2024-02-04
92195,CID0628,P3997,clicked,2024-06-30
92196,CID0073,P3106,clicked,2024-07-18
92197,CID0689,P1689,clicked,2024-08-22
92198,CID0989,P8282,viewed,2024-05-26
92199,CID0868,P9068,clicked,2024-03-03
92200,CID0890,P7189,purchased,2024-06-21
92201,CID0394,P7308,viewed,2024-07-22
92202,CID0745,P3576,purchased,2024-07-01
92203,CID0392,P9068,viewed,2024-07-01
92204,CID0157,P1112,clicked,2024-02-02
92205,CID0193,P5672,viewed,2024-02-22
92206,CID0361,P7629,purchased,2024-08-14
92207,CID0616,P6608,viewed,2024-07-13
92208,CID0502,P6608,clicked,2024-03-12
92209,CID0003,P7513,clicked,2024-02-22
92210,CID0527,P3106,viewed,2024-03-09
92211,CID0316,P8104,viewed,2024-02-24
92212,CID0883,P7893,purchased,2024-02-02
92213,CID0988,P1615,viewed,2024-07-19
92214,CID0180,P4587,clicked,2024-05-17
92215,CID0888,P6603,purchased,2024-02-04
92216,CID0922,P5672,viewed,2024-06-19
92217,CID0390,P7513,clicked,2024-05-11
92218,CID0303,P7189,purchased,2024-06-22
92219,CID0050,P8104,viewed,2024-04-06
92220,CID0619,P1112,viewed,2024-03-05
92221,CID0975,P9202,purchased,2024-05-11
92222,CID0333,P4531,viewed,2024-04-15
92223,CID0914,P3696,purchased,2024-07-18
92224,CID0831,P7629,viewed,2024-01-10
92225,CID0368,P8104,viewed,2024-04-23
92226,CID0631,P3696,clicked,2024-08-07
92227,CID0075,P9488,viewed,2024-04-20
92228,CID0397,P9842,purchased,2024-07-01
92229,CID0931,P4531,purchased,2024-02-12
92230,CID0901,P8282,viewed,2024-01-04
92231,CID0205,P9068,clicked,2024-05-01
92232,CID0384,P4587,clicked,2024-09-14
92233,CID0302,P5002,viewed,2024-01-08
92234,CID0164,P4587,viewed,2024-06-21
92235,CID0646,P9854,clicked,2024-06-07
92236,CID0905,P1512,clicked,2024-01-14
92237,CID0363,P9068,viewed,2024-09-03
92238,CID0714,P5669,clicked,2024-05-17
92239,CID0130,P5728,clicked,2024-09-10
92240,CID0913,P9842,viewed,2024-09-17
92241,CID0967,P7513,purchased,2024-07-24
92242,CID0754,P3576,viewed,2024-02-08
92243,CID0315,P9842,clicked,2024-08-26
92244,CID0100,P9842,clicked,2024-08-12
92245,CID0355,P8282,clicked,2024-08-27
92246,CID0937,P7308,viewed,2024-02-03
92247,CID0512,P1484,purchased,2024-05-25
92248,CID0973,P3997,purchased,2024-08-29
92249,CID0026,P1284,clicked,2024-08-25
92250,CID0602,P8218,purchased,2024-03-05
92251,CID0925,P9842,clicked,2024-06-08
92252,CID0344,P5640,clicked,2024-02-17
92253,CID0405,P3665,viewed,2024-07-27
92254,CID0745,P3696,purchased,2024-06-14
92255,CID0915,P1484,viewed,2024-09-20
92256,CID0045,P9813,clicked,2024-03-25
92257,CID0506,P9813,purchased,2024-08-19
92258,CID0789,P9854,viewed,2024-08-20
92259,CID0723,P6184,clicked,2024-07-30
92260,CID0873,P9488,clicked,2024-07-09
92261,CID0704,P5085,clicked,2024-09-20
92262,CID0659,P8282,viewed,2024-08-26
92263,CID0121,P6184,viewed,2024-07-06
92264,CID0866,P1539,purchased,2024-05-12
92265,CID0686,P9813,clicked,2024-04-18
92266,CID0297,P6839,clicked,2024-01-21
92267,CID0538,P4531,purchased,2024-02-13
92268,CID0836,P1539,viewed,2024-08-21
92269,CID0101,P7189,clicked,2024-05-22
92270,CID0867,P5085,purchased,2024-08-03
92271,CID0377,P7893,viewed,2024-07-28
92272,CID0837,P5085,clicked,2024-06-06
92273,CID0289,P3576,viewed,2024-03-19
92274,CID0777,P3696,viewed,2024-05-02
92275,CID0111,P5728,purchased,2024-01-13
92276,CID0923,P5741,purchased,2024-08-26
92277,CID0978,P1689,viewed,2024-02-02
92278,CID0056,P5002,purchased,2024-03-20
92279,CID0835,P3997,viewed,2024-03-16
92280,CID0883,P3696,viewed,2024-05-13
92281,CID0373,P7308,viewed,2024-07-22
92282,CID0576,P9813,viewed,2024-05-15
92283,CID0233,P5640,purchased,2024-07-18
92284,CID0705,P4587,clicked,2024-05-27
92285,CID0699,P9842,purchased,2024-03-31
92286,CID0643,P8741,purchased,2024-03-24
92287,CID0646,P3696,viewed,2024-02-15
92288,CID0928,P3997,viewed,2024-01-22
92289,CID0604,P9813,purchased,2024-06-19
92290,CID0079,P1484,purchased,2024-03-26
92291,CID0773,P8218,viewed,2024-03-21
92292,CID0495,P7308,purchased,2024-01-03
92293,CID0942,P7308,clicked,2024-02-02
92294,CID0598,P5069,clicked,2024-04-11
92295,CID0417,P9633,clicked,2024-02-06
92296,CID0338,P5672,clicked,2024-07-22
92297,CID0173,P9488,clicked,2024-01-31
92298,CID0105,P8741,clicked,2024-04-18
92299,CID0028,P8104,viewed,2024-09-22
92300,CID0378,P5085,viewed,2024-09-20
92301,CID0196,P1112,clicked,2024-09-03
92302,CID0362,P5994,purchased,2024-05-21
92303,CID0627,P2181,viewed,2024-02-18
92304,CID0387,P1512,viewed,2024-01-19
92305,CID0008,P5672,clicked,2024-03-11
92306,CID0866,P8104,purchased,2024-03-30
92307,CID0047,P9068,viewed,2024-04-12
92308,CID0540,P5640,clicked,2024-03-17
92309,CID0847,P6839,clicked,2024-03-26
92310,CID0650,P7308,clicked,2024-05-07
92311,CID0248,P8741,clicked,2024-06-09
92312,CID0701,P6608,purchased,2024-06-01
92313,CID0078,P9854,purchased,2024-01-31
92314,CID0772,P5640,clicked,2024-01-16
92315,CID0703,P3696,purchased,2024-04-04
92316,CID0307,P5002,clicked,2024-02-25
92317,CID0480,P5728,purchased,2024-03-01
92318,CID0197,P9089,purchased,2024-03-17
92319,CID0430,P8282,purchased,2024-04-08
92320,CID0133,P5002,purchased,2024-05-02
92321,CID0815,P1512,clicked,2024-05-26
92322,CID0814,P3576,viewed,2024-06-12
92323,CID0532,P6493,viewed,2024-03-22
92324,CID0484,P7308,clicked,2024-04-04
92325,CID0835,P9089,viewed,2024-04-30
92326,CID0908,P5069,viewed,2024-07-01
92327,CID0086,P8218,purchased,2024-09-21
92328,CID0660,P1284,viewed,2024-04-08
92329,CID0555,P1689,clicked,2024-01-07
92330,CID0522,P7629,viewed,2024-09-19
92331,CID0057,P1484,purchased,2024-07-03
92332,CID0578,P5640,viewed,2024-07-19
92333,CID0363,P6422,viewed,2024-05-06
92334,CID0642,P8104,clicked,2024-01-16
92335,CID0770,P9488,viewed,2024-06-22
92336,CID0161,P8741,purchased,2024-01-02
92337,CID0463,P9842,purchased,2024-04-07
92338,CID0741,P5640,clicked,2024-07-23
92339,CID0046,P9068,purchased,2024-08-31
92340,CID0174,P5741,purchased,2024-01-17
92341,CID0673,P3576,purchased,2024-06-11
92342,CID0480,P1284,purchased,2024-04-28
92343,CID0933,P8104,purchased,2024-08-14
92344,CID0579,P6344,viewed,2024-04-18
92345,CID0214,P5002,clicked,2024-03-14
92346,CID0742,P1484,clicked,2024-05-04
92347,CID0982,P4949,clicked,2024-01-31
92348,CID0506,P7513,viewed,2024-04-22
92349,CID0277,P7513,clicked,2024-01-06
92350,CID0828,P5728,clicked,2024-04-20
92351,CID0089,P9089,purchased,2024-01-13
92352,CID0478,P5741,purchased,2024-01-11
92353,CID0793,P5741,viewed,2024-04-04
92354,CID0640,P5002,purchased,2024-02-06
92355,CID0604,P3997,purchased,2024-05-31
92356,CID0851,P3576,viewed,2024-08-15
92357,CID0467,P9854,clicked,2024-05-20
92358,CID0193,P5640,viewed,2024-03-19
92359,CID0876,P1689,viewed,2024-06-22
92360,CID0105,P5002,viewed,2024-01-04
92361,CID0745,P2181,clicked,2024-07-11
92362,CID0142,P1284,clicked,2024-08-26
92363,CID0546,P1615,purchased,2024-09-07
92364,CID0819,P9068,purchased,2024-03-09
92365,CID0890,P6344,purchased,2024-07-05
92366,CID0399,P3997,viewed,2024-04-21
92367,CID0201,P3665,viewed,2024-01-24
92368,CID0600,P4587,clicked,2024-09-23
92369,CID0120,P9202,clicked,2024-04-12
92370,CID0053,P6422,clicked,2024-02-29
92371,CID0805,P5640,viewed,2024-03-01
92372,CID0964,P5741,purchased,2024-03-22
92373,CID0668,P5669,purchased,2024-08-16
92374,CID0720,P8218,viewed,2024-03-29
92375,CID0721,P9842,viewed,2024-02-29
92376,CID0392,P9813,purchased,2024-08-11
92377,CID0902,P3696,clicked,2024-06-22
92378,CID0917,P9842,viewed,2024-09-22
92379,CID0530,P9202,clicked,2024-04-07
92380,CID0592,P3665,viewed,2024-05-29
92381,CID0578,P7513,clicked,2024-05-16
92382,CID0983,P8741,viewed,2024-09-03
92383,CID0279,P7308,viewed,2024-08-25
92384,CID0095,P1112,clicked,2024-08-19
92385,CID0642,P9068,clicked,2024-03-28
92386,CID0553,P1484,clicked,2024-04-19
92387,CID0379,P6344,purchased,2024-02-18
92388,CID0976,P6608,purchased,2024-06-10
92389,CID0951,P8741,viewed,2024-04-19
92390,CID0330,P4587,viewed,2024-09-20
92391,CID0434,P8282,clicked,2024-07-29
92392,CID0380,P9633,viewed,2024-04-07
92393,CID0093,P7513,clicked,2024-02-07
92394,CID0698,P5002,clicked,2024-09-09
92395,CID0502,P3696,viewed,2024-05-05
92396,CID0968,P5994,clicked,2024-07-11
92397,CID0092,P8191,clicked,2024-03-26
92398,CID0416,P1284,viewed,2024-07-23
92399,CID0785,P7629,clicked,2024-04-29
92400,CID0160,P9202,purchased,2024-07-11
92401,CID0816,P5672,clicked,2024-04-16
92402,CID0473,P3997,viewed,2024-02-10
92403,CID0313,P5640,viewed,2024-04-13
92404,CID0897,P6493,purchased,2024-08-15
92405,CID0973,P8218,clicked,2024-09-07
92406,CID0956,P1284,purchased,2024-05-13
92407,CID0096,P5728,purchased,2024-02-16
92408,CID0439,P9854,clicked,2024-03-22
92409,CID0569,P5640,viewed,2024-03-24
92410,CID0568,P3106,clicked,2024-07-11
92411,CID0081,P9202,purchased,2024-08-29
92412,CID0213,P7629,clicked,2024-03-04
92413,CID0941,P9854,purchased,2024-09-10
92414,CID0192,P9813,viewed,2024-05-15
92415,CID0757,P5640,clicked,2024-08-25
92416,CID0253,P7629,viewed,2024-07-10
92417,CID0831,P9089,purchased,2024-07-21
92418,CID0976,P4531,purchased,2024-04-06
92419,CID0612,P4949,purchased,2024-07-20
92420,CID0524,P6344,purchased,2024-06-02
92421,CID0340,P4587,viewed,2024-06-02
92422,CID0528,P1689,viewed,2024-06-09
92423,CID0659,P8218,viewed,2024-02-25
92424,CID0606,P1615,viewed,2024-03-10
92425,CID0934,P6493,purchased,2024-09-01
92426,CID0810,P9633,purchased,2024-02-06
92427,CID0338,P8282,purchased,2024-03-19
92428,CID0593,P7189,clicked,2024-03-24
92429,CID0850,P8191,purchased,2024-09-12
92430,CID0217,P5069,viewed,2024-04-21
92431,CID0499,P6493,purchased,2024-09-05
92432,CID0804,P1512,purchased,2024-07-29
92433,CID0772,P9842,clicked,2024-09-08
92434,CID0485,P1689,viewed,2024-06-04
92435,CID0991,P5669,purchased,2024-02-04
92436,CID0487,P5085,clicked,2024-05-20
92437,CID0019,P5640,purchased,2024-03-14
92438,CID0934,P5728,purchased,2024-01-23
92439,CID0281,P2181,clicked,2024-02-29
92440,CID0030,P1484,purchased,2024-09-21
92441,CID0878,P3576,purchased,2024-04-06
92442,CID0769,P7189,clicked,2024-08-20
92443,CID0716,P4949,viewed,2024-07-30
92444,CID0034,P1615,viewed,2024-04-29
92445,CID0282,P3997,viewed,2024-02-07
92446,CID0723,P7513,viewed,2024-02-18
92447,CID0649,P9842,clicked,2024-06-11
92448,CID0779,P6839,purchased,2024-01-14
92449,CID0382,P5085,purchased,2024-01-09
92450,CID0995,P5741,viewed,2024-01-21
92451,CID0063,P9488,clicked,2024-07-07
92452,CID0588,P9068,viewed,2024-08-22
92453,CID0789,P7893,viewed,2024-05-10
92454,CID0707,P7308,viewed,2024-02-26
92455,CID0404,P1689,purchased,2024-01-13
92456,CID0724,P6839,clicked,2024-02-16
92457,CID0606,P9202,clicked,2024-01-24
92458,CID0350,P6344,viewed,2024-06-23
92459,CID0498,P1484,viewed,2024-09-12
92460,CID0310,P5994,viewed,2024-05-17
92461,CID0342,P3576,purchased,2024-09-14
92462,CID0085,P1484,viewed,2024-09-07
92463,CID0176,P5741,purchased,2024-06-17
92464,CID0170,P4587,clicked,2024-09-18
92465,CID0211,P1512,purchased,2024-01-12
92466,CID0636,P8282,clicked,2024-03-06
92467,CID0593,P5728,purchased,2024-06-05
92468,CID0735,P3696,clicked,2024-05-12
92469,CID0753,P6493,purchased,2024-09-07
92470,CID0173,P2181,clicked,2024-05-06
92471,CID0821,P1112,purchased,2024-08-26
92472,CID0892,P5741,viewed,2024-05-20
92473,CID0163,P1284,clicked,2024-04-22
92474,CID0172,P1512,viewed,2024-08-09
92475,CID0681,P9068,clicked,2024-01-02
92476,CID0123,P5640,purchased,2024-04-04
92477,CID0967,P6344,viewed,2024-09-06
92478,CID0659,P1615,clicked,2024-06-25
92479,CID0044,P4949,viewed,2024-06-20
92480,CID0378,P7308,clicked,2024-04-18
92481,CID0918,P1112,purchased,2024-04-15
92482,CID0017,P9089,viewed,2024-05-08
92483,CID0981,P3106,clicked,2024-07-12
92484,CID0424,P5069,viewed,2024-04-08
92485,CID0058,P1284,viewed,2024-09-02
92486,CID0933,P5640,clicked,2024-06-14
92487,CID0081,P9813,purchased,2024-06-04
92488,CID0658,P4587,viewed,2024-04-24
92489,CID0613,P5672,clicked,2024-08-04
92490,CID0526,P4949,purchased,2024-06-09
92491,CID0825,P7629,purchased,2024-02-28
92492,CID0114,P5002,viewed,2024-08-20
92493,CID0982,P1284,viewed,2024-07-07
92494,CID0990,P5994,purchased,2024-04-19
92495,CID0685,P7189,clicked,2024-01-09
92496,CID0083,P9202,purchased,2024-07-31
92497,CID0712,P4531,viewed,2024-07-17
92498,CID0937,P3997,purchased,2024-08-14
92499,CID0820,P9633,viewed,2024-04-09
92500,CID0632,P6422,clicked,2024-07-23
92501,CID0785,P7893,clicked,2024-08-27
92502,CID0902,P5069,clicked,2024-07-19
92503,CID0169,P6344,viewed,2024-02-18
92504,CID0301,P7893,viewed,2024-03-08
92505,CID0098,P8218,purchased,2024-07-20
92506,CID0202,P3665,clicked,2024-04-10
92507,CID0377,P4949,clicked,2024-06-06
92508,CID0071,P8282,viewed,2024-09-09
92509,CID0128,P3106,clicked,2024-04-24
92510,CID0694,P6603,clicked,2024-06-27
92511,CID0114,P1112,purchased,2024-04-28
92512,CID0171,P7308,clicked,2024-07-08
92513,CID0721,P3997,viewed,2024-06-06
92514,CID0544,P6839,viewed,2024-04-18
92515,CID0541,P2181,clicked,2024-01-10
92516,CID0392,P7629,purchased,2024-05-05
92517,CID0655,P6422,clicked,2024-04-11
92518,CID0464,P1539,viewed,2024-07-14
92519,CID0238,P5069,viewed,2024-02-26
92520,CID0864,P3997,viewed,2024-06-23
92521,CID0911,P1484,clicked,2024-09-07
92522,CID0887,P9842,purchased,2024-03-26
92523,CID0663,P9842,clicked,2024-04-04
92524,CID0045,P6422,viewed,2024-09-17
92525,CID0687,P8282,viewed,2024-03-17
92526,CID0427,P9813,viewed,2024-06-02
92527,CID0007,P5672,purchased,2024-07-06
92528,CID0218,P6422,clicked,2024-05-17
92529,CID0443,P3997,viewed,2024-02-15
92530,CID0004,P1284,clicked,2024-04-09
92531,CID0692,P9488,purchased,2024-03-08
92532,CID0517,P5085,purchased,2024-05-21
92533,CID0290,P9488,purchased,2024-02-03
92534,CID0441,P6184,viewed,2024-06-29
92535,CID0488,P4587,viewed,2024-03-09
92536,CID0838,P6422,purchased,2024-08-27
92537,CID0548,P5002,clicked,2024-08-01
92538,CID0479,P2181,purchased,2024-08-16
92539,CID0117,P8741,viewed,2024-03-12
92540,CID0424,P1284,purchased,2024-09-20
92541,CID0778,P4587,clicked,2024-01-13
92542,CID0668,P1512,clicked,2024-09-04
92543,CID0876,P7629,purchased,2024-02-12
92544,CID0218,P6184,clicked,2024-09-20
92545,CID0502,P9813,clicked,2024-05-05
92546,CID0286,P1689,clicked,2024-06-04
92547,CID0983,P6493,viewed,2024-04-27
92548,CID0958,P9089,viewed,2024-09-10
92549,CID0714,P8218,viewed,2024-06-17
92550,CID0222,P6184,purchased,2024-09-16
92551,CID0654,P4949,purchased,2024-08-09
92552,CID0394,P8104,purchased,2024-05-18
92553,CID0541,P1689,purchased,2024-02-14
92554,CID0092,P5669,viewed,2024-06-27
92555,CID0177,P5994,clicked,2024-04-01
92556,CID0806,P1284,purchased,2024-05-11
92557,CID0595,P3696,clicked,2024-04-06
92558,CID0994,P6184,viewed,2024-07-31
92559,CID0309,P7629,viewed,2024-09-07
92560,CID0098,P6608,viewed,2024-09-14
92561,CID0675,P5672,viewed,2024-08-18
92562,CID0582,P9488,viewed,2024-01-21
92563,CID0838,P7189,clicked,2024-07-31
92564,CID0795,P6184,purchased,2024-08-09
92565,CID0823,P2181,clicked,2024-06-18
92566,CID0708,P5640,viewed,2024-06-11
92567,CID0732,P1615,purchased,2024-01-27
92568,CID0580,P7308,purchased,2024-02-20
92569,CID0338,P6422,purchased,2024-07-22
92570,CID0697,P9089,purchased,2024-04-16
92571,CID0277,P5728,viewed,2024-05-11
92572,CID0717,P9633,viewed,2024-08-17
92573,CID0728,P5741,purchased,2024-07-08
92574,CID0125,P5669,clicked,2024-06-06
92575,CID0867,P6603,viewed,2024-09-09
92576,CID0316,P6839,viewed,2024-03-22
92577,CID0785,P1112,purchased,2024-07-08
92578,CID0780,P7629,purchased,2024-01-21
92579,CID0920,P5994,viewed,2024-05-28
92580,CID0933,P8282,viewed,2024-06-19
92581,CID0805,P7189,clicked,2024-09-17
92582,CID0830,P5669,viewed,2024-02-26
92583,CID0166,P4949,viewed,2024-01-14
92584,CID0661,P7308,viewed,2024-03-12
92585,CID0336,P5741,clicked,2024-07-28
92586,CID0343,P1615,clicked,2024-02-20
92587,CID0232,P6493,viewed,2024-05-11
92588,CID0481,P8741,viewed,2024-05-04
92589,CID0341,P9854,clicked,2024-02-05
92590,CID0592,P5085,clicked,2024-08-31
92591,CID0798,P9813,clicked,2024-04-05
92592,CID0612,P1615,purchased,2024-05-01
92593,CID0606,P6608,viewed,2024-07-14
92594,CID0713,P1284,purchased,2024-06-10
92595,CID0428,P6603,clicked,2024-02-03
92596,CID0299,P5069,viewed,2024-03-16
92597,CID0047,P9089,viewed,2024-09-12
92598,CID0265,P5672,viewed,2024-07-20
92599,CID0295,P3106,purchased,2024-03-27
92600,CID0603,P9854,viewed,2024-09-23
92601,CID0830,P7513,clicked,2024-03-20
92602,CID0654,P2181,viewed,2024-06-29
92603,CID0367,P7629,clicked,2024-07-01
92604,CID0778,P8191,clicked,2024-07-21
92605,CID0507,P6839,purchased,2024-04-08
92606,CID0673,P2181,clicked,2024-09-18
92607,CID0918,P3696,clicked,2024-08-06
92608,CID0462,P4587,clicked,2024-01-18
92609,CID0027,P4587,clicked,2024-01-13
92610,CID0295,P6603,viewed,2024-06-02
92611,CID0352,P5994,clicked,2024-03-13
92612,CID0001,P3576,clicked,2024-01-24
92613,CID0703,P7308,viewed,2024-09-22
92614,CID0144,P2181,purchased,2024-08-10
92615,CID0895,P5640,purchased,2024-06-13
92616,CID0766,P9089,viewed,2024-01-12
92617,CID0358,P6422,viewed,2024-03-01
92618,CID0444,P6608,purchased,2024-08-14
92619,CID0176,P7189,viewed,2024-02-16
92620,CID0087,P5002,clicked,2024-01-18
92621,CID0978,P1615,clicked,2024-08-18
92622,CID0070,P9842,clicked,2024-06-23
92623,CID0674,P7308,purchased,2024-01-10
92624,CID0580,P9854,purchased,2024-09-20
92625,CID0035,P4531,viewed,2024-06-23
92626,CID0356,P5069,purchased,2024-02-04
92627,CID0503,P7308,clicked,2024-03-09
92628,CID0670,P3665,purchased,2024-08-14
92629,CID0505,P7189,clicked,2024-02-20
92630,CID0494,P8191,purchased,2024-03-06
92631,CID0171,P3997,viewed,2024-05-25
92632,CID0202,P3696,clicked,2024-08-11
92633,CID0295,P1484,clicked,2024-08-10
92634,CID0348,P9068,purchased,2024-07-14
92635,CID0332,P3576,purchased,2024-08-11
92636,CID0960,P8741,purchased,2024-08-10
92637,CID0913,P4531,purchased,2024-03-17
92638,CID0250,P6184,viewed,2024-09-16
92639,CID0365,P8282,purchased,2024-02-14
